
---------- Begin Simulation Statistics ----------
sim_seconds                                  4.976971                       # Number of seconds simulated
system.mem_ctrls0_1.selfRefreshEnergy     33115601850                       # Energy for self refresh per rank (pJ)
system.mem_ctrls0_1.totalEnergy          2789870114280                       # Total energy per rank (pJ)
system.mem_ctrls0_1.averagePower           560.555872                       # Core power per rank (mW)
system.mem_ctrls0_1.totalIdleTime        3805540860590                       # Total Idle time Per DRAM Rank
system.mem_ctrls0_1.memoryStateTime::IDLE  19210860760                       # Time in different power states
system.mem_ctrls0_1.memoryStateTime::REF 170320314000                       # Time in different power states
system.mem_ctrls0_1.memoryStateTime::SREF  75624577351                       # Time in different power states
system.mem_ctrls0_1.memoryStateTime::PRE_PDN 725970070403                       # Time in different power states
system.mem_ctrls0_1.memoryStateTime::ACT 981898465863                       # Time in different power states
system.mem_ctrls0_1.memoryStateTime::ACT_PDN 3003946212836                       # Time in different power states
system.mem_ctrls1.pwrStateResidencyTicks::UNDEFINED 24962071861080                       # Cumulative time (in ticks) in various power states
system.mem_ctrls1.bytes_read::cpu.inst            128                       # Number of bytes read from this memory
system.mem_ctrls1.bytes_read::cpu.data            128                       # Number of bytes read from this memory
system.mem_ctrls1.bytes_read::switch_cpus.inst          896                       # Number of bytes read from this memory
system.mem_ctrls1.bytes_read::switch_cpus.data    950023616                       # Number of bytes read from this memory
system.mem_ctrls1.bytes_read::switch_cpus_1.data    193925504                       # Number of bytes read from this memory
system.mem_ctrls1.bytes_read::total        1143950272                       # Number of bytes read from this memory
system.mem_ctrls1.bytes_inst_read::cpu.inst          128                       # Number of instructions bytes read from this memory
system.mem_ctrls1.bytes_inst_read::switch_cpus.inst          896                       # Number of instructions bytes read from this memory
system.mem_ctrls1.bytes_inst_read::total         1024                       # Number of instructions bytes read from this memory
system.mem_ctrls1.bytes_written::writebacks    837233408                       # Number of bytes written to this memory
system.mem_ctrls1.bytes_written::total      837233408                       # Number of bytes written to this memory
system.mem_ctrls1.num_reads::cpu.inst               2                       # Number of read requests responded to by this memory
system.mem_ctrls1.num_reads::cpu.data               2                       # Number of read requests responded to by this memory
system.mem_ctrls1.num_reads::switch_cpus.inst           14                       # Number of read requests responded to by this memory
system.mem_ctrls1.num_reads::switch_cpus.data     14844119                       # Number of read requests responded to by this memory
system.mem_ctrls1.num_reads::switch_cpus_1.data      3030086                       # Number of read requests responded to by this memory
system.mem_ctrls1.num_reads::total           17874223                       # Number of read requests responded to by this memory
system.mem_ctrls1.num_writes::writebacks     13081772                       # Number of write requests responded to by this memory
system.mem_ctrls1.num_writes::total          13081772                       # Number of write requests responded to by this memory
system.mem_ctrls1.bw_read::cpu.inst                26                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls1.bw_read::cpu.data                26                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls1.bw_read::switch_cpus.inst          180                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls1.bw_read::switch_cpus.data    190883915                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls1.bw_read::switch_cpus_1.data     38964568                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls1.bw_read::total            229848715                       # Total read bandwidth from this memory (bytes/s)
system.mem_ctrls1.bw_inst_read::cpu.inst           26                       # Instruction read bandwidth from this memory (bytes/s)
