sphinx3        
num 0	0	41030	4250892	2727483	3442494	82811	
num 0	1	    5	  730	  271	  213	   66	
num 0	2	   14	 1483	  895	 1043	  163	
num 0	3	   41	 4073	 2859	 3202	  362	
num 0	4	   44	 4566	 3087	 3126	  485	
num 0	5	   25	 2485	 1794	 1788	  333	
num 0	6	  109	11099	 7555	 7589	 1661	
num 0	7	  298	31005	20559	19980	 4744	
num 0	8	68541	7009283	4974203	4293924	1269086	
num 0	9	    0	    0	    0	    0	    0	
num 0	10	    0	    0	    0	    0	    0	
num 0	11	    0	    0	    0	    0	    0	
num 0	12	    0	    0	    0	    0	    0	
num 0	13	   44	 4176	 3197	 2093	 1798	
num 0	14	  922	88277	65825	42746	39184	
num 0	15	48228	4594566	3430627	2282241	2038934	
num 0	16	1909311	180142989	135749299	93460680	79430648	
num 1	0	1909311	180142989	135749299	93460680	79430648	
num 1	1	 3971	417894	266222	311908	20552	
num 1	2	   53	 5118	 3753	 4144	  553	
num 1	3	   64	 6671	 4416	 4656	  641	
num 1	4	  140	14860	 9430	10058	 1492	
num 1	5	   85	 8386	 6191	 6008	 1175	
num 1	6	  202	20357	14466	13840	 3049	
num 1	7	  583	59698	41618	39011	 8921	
num 1	8	18284	1892755	1305863	1171600	310486	
num 1	9	   35	 3255	 2786	 2171	  748	
num 1	10	    2	  177	  153	  140	   42	
num 1	11	    0	    0	    0	    0	    0	
num 1	12	    0	    0	    0	    0	    0	
num 1	13	   25	 2409	 1727	 1353	  911	
num 1	14	 1634	156835	117049	76275	68145	
num 1	15	75630	7231389	5382375	3555222	3192294	
num 2	0	2407523	228268369	171107786	116110129	100839604	
num 2	1	    0	    0	    0	    0	    0	
num 2	2	 9156	952364	625431	704533	61608	
num 2	3	  260	27833	17518	18718	 2491	
num 2	4	  406	42838	27789	28879	 4430	
num 2	5	  372	38362	26130	25893	 4847	
num 2	6	  629	64462	44662	43304	 8596	
num 2	7	 1354	141376	94974	89671	20603	
num 2	8	27323	2814757	1961942	1766682	451307	
num 2	9	   53	 5315	 3900	 3283	 1070	
num 2	10	  110	11811	 7720	 6528	 2101	
num 2	11	    6	  829	  344	  230	  133	
num 2	12	   25	 2521	 1914	 1389	  576	
num 2	13	   77	 7432	 5644	 4028	 2608	
num 2	14	 2064	197542	148674	98683	83485	
num 3	0	1672674	159243707	118952981	79680409	70327447	
num 3	1	    0	    0	    0	    0	    0	
num 3	2	    0	    0	    0	    0	    0	
num 3	3	18234	1883842	1248942	1405252	129868	
num 3	4	  850	89427	58193	60687	 9293	
num 3	5	 1212	128287	83719	83567	14699	
num 3	6	 1773	178734	127418	123576	24160	
num 3	7	 2200	224703	156479	150721	31297	
num 3	8	12298	1269694	873356	808357	196881	
num 3	9	  437	43548	31894	28706	 7724	
num 3	10	  301	30421	21518	19532	 5585	
num 3	11	  117	12131	 8412	 6886	 2523	
num 3	12	   65	 6534	 4697	 4032	 1377	
num 3	13	  250	24964	18031	13155	 7850	
num 4	0	824979	78777701	58785395	39032102	34599426	
num 4	1	    0	    0	    0	    0	    0	
num 4	2	    0	    0	    0	    0	    0	
num 4	3	    0	    0	    0	    0	    0	
num 4	4	22544	2336684	1547147	1714117	173316	
num 4	5	 1695	178322	117133	118946	19519	
num 4	6	 2326	238856	164858	161595	30147	
num 4	7	 3988	411662	282117	272285	54864	
num 4	8	19421	2005321	1373258	1317477	275720	
num 4	9	 1535	161034	108852	96490	26584	
num 4	10	 1363	136309	99693	86602	26324	
num 4	11	  710	70878	52893	43503	14486	
num 4	12	  919	90646	66323	51276	27019	
num 5	0	331583	31744545	23715888	15832613	13592202	
num 5	1	    0	    0	    0	    0	    0	
num 5	2	    0	    0	    0	    0	    0	
num 5	3	    0	    0	    0	    0	    0	
num 5	4	    0	    0	    0	    0	    0	
num 5	5	18006	1844385	1248272	1341354	175525	
num 5	6	 3049	314755	213684	214595	37510	
num 5	7	 4550	466976	321273	313591	62960	
num 5	8	19270	1973111	1367419	1325704	266886	
num 5	9	 2732	281531	196194	175077	46590	
num 5	10	 3628	372004	261718	228873	66173	
num 5	11	 2211	227346	159129	136137	43404	
num 6	0	134307	12898261	9684273	6738290	5061768	
num 6	1	    0	    0	    0	    0	    0	
num 6	2	    0	    0	    0	    0	    0	
num 6	3	    0	    0	    0	    0	    0	
num 6	4	    0	    0	    0	    0	    0	
num 6	5	    0	    0	    0	    0	    0	
num 6	6	36650	3769040	2536239	2740857	336264	
num 6	7	 4059	417788	286207	280518	54591	
num 6	8	13657	1411829	961570	935680	187113	
num 6	9	 4885	503305	347898	318327	81030	
num 6	10	 6401	657863	457935	409677	113181	
num 7	0	94811	9166014	6888359	5185103	3032140	
num 7	1	    0	    0	    0	    0	    0	
num 7	2	    0	    0	    0	    0	    0	
num 7	3	    0	    0	    0	    0	    0	
num 7	4	    0	    0	    0	    0	    0	
num 7	5	    0	    0	    0	    0	    0	
num 7	6	    0	    0	    0	    0	    0	
num 7	7	34115	3492074	2357796	2549789	333781	
num 7	8	 8846	912859	623721	610665	117331	
num 7	9	 6541	662783	469277	438475	103961	
num 8	0	104420	10179987	7564496	5891056	3095981	
num 8	1	    0	    0	    0	    0	    0	
num 8	2	    0	    0	    0	    0	    0	
num 8	3	    0	    0	    0	    0	    0	
num 8	4	    0	    0	    0	    0	    0	
num 8	5	    0	    0	    0	    0	    0	
num 8	6	    0	    0	    0	    0	    0	
num 8	7	    0	    0	    0	    0	    0	
num 8	8	145269	14953208	9901829	11254097	1079730	
num 9	0	861874	84583007	61937337	48302999	25816401	
num 9	1	    0	    0	    0	    0	    0	
num 9	2	    0	    0	    0	    0	    0	
num 9	3	    0	    0	    0	    0	    0	
num 9	4	    0	    0	    0	    0	    0	
num 9	5	    0	    0	    0	    0	    0	
num 9	6	    0	    0	    0	    0	    0	
num 9	7	    0	    0	    0	    0	    0	
num 10	0	465143	45832802	33309318	26173305	13761183	
num 10	1	    0	    0	    0	    0	    0	
num 10	2	    0	    0	    0	    0	    0	
num 10	3	    0	    0	    0	    0	    0	
num 10	4	    0	    0	    0	    0	    0	
num 10	5	    0	    0	    0	    0	    0	
num 10	6	    0	    0	    0	    0	    0	
num 11	0	320490	31634356	22911811	18315812	9183461	
num 11	1	    0	    0	    0	    0	    0	
num 11	2	    0	    0	    0	    0	    0	
num 11	3	    0	    0	    0	    0	    0	
num 11	4	    0	    0	    0	    0	    0	
num 11	5	    0	    0	    0	    0	    0	
num 12	0	172344	17006621	12285329	9938371	4889743	
num 12	1	    0	    0	    0	    0	    0	
num 12	2	    0	    0	    0	    0	    0	
num 12	3	    0	    0	    0	    0	    0	
num 12	4	    0	    0	    0	    0	    0	
num 13	0	156568	15407730	11120066	9330916	4222696	
num 13	1	    0	    0	    0	    0	    0	
num 13	2	    0	    0	    0	    0	    0	
num 13	3	    0	    0	    0	    0	    0	
num 14	0	122955	12096032	8703699	7459435	3217314	
num 14	1	    0	    0	    0	    0	    0	
num 14	2	    0	    0	    0	    0	    0	
num 15	0	70130	6921697	4938404	4295587	1797592	
num 15	1	    0	    0	    0	    0	    0	
num 16	0	31774	3158695	2220433	1985541	769475	

zeusmp         
num 0	0	8458204	1932605409	61320085	171367726	 7004	
num 0	1	   13	 3109	   49	  160	   10	
num 0	2	  264	56843	 2438	 7748	  555	
num 0	3	   11	 2646	    0	  170	    0	
num 0	4	  135	26512	 2474	 4883	  691	
num 0	5	    1	  206	   27	   12	   11	
num 0	6	  116	21033	 3034	 4386	 1243	
num 0	7	    2	  472	    0	   40	    0	
