zeusmp         
num 0	0	149.391	30.895	71.648	0.016	
num 0	1	101.879	55.206	76.066	1.138	
num 0	2	126.612	35.067	75.437	6.609	
num 0	3	131.009	32.568	72.062	3.759	
num 0	4	130.099	35.245	72.210	6.272	
num 0	5	114.873	54.388	52.328	15.678	
num 0	6	140.415	33.166	58.697	9.256	
num 0	7	141.817	35.169	51.225	11.222	
num 0	8	130.179	36.293	67.615	10.596	
num 0	9	108.906	38.020	73.012	11.132	
num 0	10	137.747	37.996	51.192	17.862	
num 0	11	67.831	59.888	53.052	28.897	
num 0	12	140.196	36.478	46.992	20.041	
num 0	13	87.981	51.753	31.251	27.871	
num 0	14	134.674	37.817	43.477	23.454	
num 0	15	69.205	77.940	54.313	42.240	
num 0	16	157.416	29.842	57.431	7.186	
num 1	0	157.416	29.842	57.431	7.186	
num 1	1	155.390	26.509	64.085	1.043	
num 1	2	122.162	34.700	81.219	3.542	
num 1	3	143.393	30.430	65.271	2.231	
num 1	4	120.899	35.993	77.801	5.810	
num 1	5	141.473	31.635	57.636	10.800	
num 1	6	131.962	37.821	60.413	12.593	
num 1	7	125.598	35.799	71.829	8.369	
num 1	8	129.869	37.435	67.064	10.522	
num 1	9	140.397	34.531	48.545	15.992	
num 1	10	126.848	42.006	50.012	22.774	
num 1	11	139.928	37.105	45.553	21.008	
num 1	12	136.739	36.925	45.452	21.514	
num 1	13	133.818	41.954	42.043	24.950	
num 1	14	112.250	48.102	51.981	30.466	
num 1	15	139.965	39.702	40.469	26.901	
num 2	0	150.995	30.002	70.750	0.128	
num 2	1	136.012	31.963	77.388	1.628	
num 2	2	139.395	32.410	73.061	2.150	
num 2	3	133.786	32.596	77.380	2.144	
num 2	4	141.597	32.173	62.164	6.839	
num 2	5	120.079	47.565	66.044	9.069	
num 2	6	133.590	36.369	62.446	10.320	
num 2	7	131.824	36.003	65.516	10.372	
num 2	8	133.005	36.577	59.043	14.031	
num 2	9	107.000	46.157	65.715	18.602	
num 2	10	143.062	36.287	46.978	19.549	
num 2	11	112.153	46.891	56.254	28.519	
num 2	12	134.576	37.490	46.361	24.376	
num 2	13	113.391	47.761	51.655	30.998	
num 2	14	136.576	40.721	41.848	27.892	
num 3	0	148.499	32.236	71.079	0.129	
num 3	1	141.183	31.674	72.136	2.006	
num 3	2	144.938	31.350	70.641	4.791	
num 3	3	137.094	35.557	67.883	6.456	
num 3	4	120.607	42.916	61.623	17.493	
num 3	5	131.000	33.774	68.184	8.707	
num 3	6	123.304	38.250	68.039	11.062	
num 3	7	136.952	37.129	57.747	12.820	
num 3	8	130.669	39.857	58.364	13.754	
num 3	9	139.890	35.854	45.775	18.967	
num 3	10	130.857	42.177	50.262	20.554	
num 3	11	131.559	41.073	46.618	23.396	
num 3	12	126.559	43.995	46.558	26.737	
num 3	13	132.031	43.904	43.913	27.141	
num 4	0	148.703	30.824	72.171	0.236	
num 4	1	120.289	47.636	62.511	16.600	
num 4	2	148.537	30.571	64.385	3.530	
num 4	3	139.579	33.561	69.128	4.707	
num 4	4	149.455	31.743	65.984	4.530	
num 4	5	127.505	38.547	66.050	12.694	
num 4	6	138.468	35.432	54.020	13.692	
num 4	7	122.349	40.456	70.472	11.596	
num 4	8	134.567	38.732	54.204	17.310	
num 4	9	115.662	44.723	57.232	18.799	
num 4	10	138.663	37.736	46.748	22.805	
num 4	11	131.493	42.331	47.439	25.727	
num 4	12	134.678	41.221	44.733	26.397	
num 5	0	150.511	30.951	69.890	0.350	
num 5	1	145.542	30.615	67.858	3.026	
num 5	2	140.887	36.435	65.699	7.693	
num 5	3	147.441	32.404	68.475	3.400	
num 5	4	128.245	36.683	74.327	6.713	
num 5	5	137.590	35.501	60.006	13.909	
num 5	6	135.282	35.681	60.176	12.704	
num 5	7	128.287	38.804	60.645	12.832	
num 5	8	118.798	41.988	68.231	14.784	
num 5	9	129.154	41.138	51.597	21.879	
num 5	10	115.849	48.961	52.281	26.756	
num 5	11	129.703	43.375	45.680	28.269	
num 6	0	147.568	31.537	72.101	0.456	
num 6	1	145.662	32.396	63.461	4.426	
num 6	2	148.293	32.521	64.502	6.348	
num 6	3	126.422	39.775	71.978	8.824	
num 6	4	141.271	33.086	64.456	6.042	
num 6	5	123.810	36.538	65.882	12.340	
num 6	6	127.271	38.483	64.918	14.158	
num 6	7	122.012	41.390	62.809	15.468	
num 6	8	134.837	38.665	53.252	19.213	
num 6	9	120.237	44.689	58.832	22.117	
num 6	10	141.295	39.136	40.750	25.799	
num 7	0	146.221	32.049	72.932	0.451	
num 7	1	143.972	32.193	71.346	2.875	
num 7	2	138.837	33.807	70.540	3.805	
num 7	3	135.494	34.425	73.218	3.883	
num 7	4	131.934	35.691	71.778	6.541	
num 7	5	123.447	37.684	71.137	10.544	
num 7	6	118.497	42.510	68.145	16.812	
num 7	7	118.103	41.384	67.619	16.728	
num 7	8	119.875	41.656	65.623	18.805	
num 7	9	131.925	41.582	48.493	24.765	
num 8	0	147.832	31.475	72.188	0.413	
num 8	1	135.421	33.632	75.750	2.210	
num 8	2	138.418	33.823	72.122	4.053	
num 8	3	140.456	33.587	70.882	4.468	
num 8	4	134.356	34.283	72.450	5.933	
num 8	5	125.675	37.605	71.597	12.114	
num 8	6	124.559	39.720	66.457	16.292	
num 8	7	125.734	39.302	65.722	16.266	
num 8	8	128.574	38.910	60.193	19.359	
num 9	0	145.686	32.341	72.686	0.666	
num 9	1	138.629	33.299	71.521	3.586	
num 9	2	135.494	35.394	74.171	4.893	
num 9	3	135.561	36.096	73.453	6.228	
num 9	4	130.386	38.357	72.379	9.247	
num 9	5	122.360	41.323	67.312	16.018	
num 9	6	122.230	40.982	63.792	17.910	
num 9	7	127.823	39.302	61.689	17.105	
num 10	0	145.024	32.214	73.337	0.802	
num 10	1	132.376	35.442	74.983	4.214	
num 10	2	148.245	32.355	60.699	5.741	
num 10	3	136.384	35.763	68.448	6.449	
num 10	4	134.892	36.766	66.198	10.552	
num 10	5	111.407	48.067	66.469	20.000	
num 10	6	136.524	38.532	51.110	20.839	
num 11	0	142.735	34.761	72.918	1.145	
num 11	1	143.111	34.203	66.871	6.193	
num 11	2	133.000	38.317	71.718	8.318	
num 11	3	137.274	36.650	67.878	9.529	
num 11	4	131.703	38.775	71.046	8.862	
num 11	5	126.235	41.494	58.681	19.534	
num 12	0	145.234	32.542	72.411	1.380	
num 12	1	130.634	37.391	69.780	8.626	
num 12	2	144.704	35.035	60.503	11.097	
num 12	3	138.601	36.740	66.139	9.865	
num 12	4	143.502	34.027	55.987	13.522	
num 13	0	136.497	39.468	74.065	1.846	
num 13	1	145.141	33.296	57.810	10.795	
num 13	2	136.561	36.487	65.950	10.405	
num 13	3	143.335	35.141	56.436	12.519	
num 14	0	145.740	32.800	70.377	2.642	
num 14	1	136.403	36.327	64.296	9.989	
num 14	2	148.190	32.607	54.264	14.341	
num 15	0	141.885	35.788	71.078	3.116	
num 15	1	158.290	30.611	48.089	13.395	
num 16	0	149.735	31.980	64.851	5.001	

GemsFDTD       
num 0	0	110.743	61.921	81.786	0.367	
num 0	1	188.754	2.070	1.150	2.138	
num 0	2	97.064	68.530	80.239	6.711	
num 0	3	90.428	50.852	70.662	9.904	
num 0	4	102.745	65.497	72.199	11.888	
num 0	5	100.777	60.040	60.224	16.207	
num 0	6	92.652	69.239	71.203	19.328	
num 0	7	93.722	65.996	59.960	25.925	
num 0	8	92.223	69.227	57.414	33.408	
num 0	9	89.488	69.433	51.503	34.295	
num 0	10	89.607	71.421	58.843	34.160	
num 0	11	93.625	67.801	53.037	39.483	
num 0	12	90.093	69.653	56.943	38.356	
num 0	13	85.713	71.570	52.658	44.939	
num 0	14	83.328	72.138	54.771	44.869	
num 0	15	82.323	72.046	51.597	49.168	
num 0	16	82.951	71.973	58.974	41.235	
num 1	0	82.951	71.973	58.974	41.235	
num 1	1	92.849	68.749	84.164	6.032	
num 1	2	96.544	72.407	74.896	8.455	
num 1	3	116.159	60.451	62.326	13.285	
num 1	4	102.118	64.745	71.445	13.913	
num 1	5	102.239	65.019	67.155	17.460	
num 1	6	96.791	65.745	63.410	25.102	
num 1	7	99.664	65.453	53.179	33.979	
num 1	8	85.001	73.415	54.633	39.172	
num 1	9	89.378	70.067	57.988	34.891	
num 1	10	87.261	71.717	58.179	37.503	
num 1	11	86.722	72.149	56.946	39.116	
num 1	12	83.118	73.332	54.813	43.758	
num 1	13	84.568	71.822	52.783	45.944	
num 1	14	83.124	71.770	53.314	46.926	
num 1	15	81.247	71.891	53.278	48.719	
num 2	0	110.489	63.704	75.332	5.135	
num 2	1	95.664	71.869	75.204	8.441	
num 2	2	116.794	59.939	67.051	8.599	
num 2	3	109.945	61.371	60.778	15.841	
num 2	4	110.766	61.091	66.185	14.422	
num 2	5	102.891	64.395	61.017	22.251	
num 2	6	96.159	68.255	61.693	27.759	
num 2	7	94.338	65.028	52.859	34.500	
num 2	8	89.514	70.551	58.972	33.427	
num 2	9	90.167	70.924	54.525	39.045	
num 2	10	86.602	73.490	56.701	38.181	
num 2	11	87.803	71.054	53.482	42.705	
num 2	12	85.961	71.700	54.106	43.351	
num 2	13	83.099	72.515	53.204	46.316	
num 2	14	81.319	71.875	53.622	48.317	
num 3	0	105.050	67.008	75.670	6.456	
num 3	1	109.101	62.875	70.490	9.319	
num 3	2	126.969	53.733	59.822	11.666	
num 3	3	100.709	62.427	73.993	14.852	
num 3	4	94.007	70.449	73.510	13.896	
num 3	5	90.584	70.485	63.276	27.957	
num 3	6	93.371	68.539	61.297	28.140	
num 3	7	91.649	69.962	57.880	33.557	
num 3	8	89.341	71.283	55.697	38.370	
num 3	9	88.684	70.839	57.036	38.261	
num 3	10	86.225	71.668	56.545	40.582	
num 3	11	85.765	71.651	54.518	43.184	
num 3	12	84.095	71.843	52.992	46.203	
num 3	13	81.485	71.769	53.835	48.046	
num 4	0	107.521	65.306	71.737	9.540	
num 4	1	109.754	63.090	66.765	8.541	
num 4	2	116.699	58.454	66.843	10.267	
num 4	3	108.629	62.759	65.572	14.784	
num 4	4	96.668	69.076	70.488	16.312	
num 4	5	91.410	71.972	63.403	24.961	
num 4	6	93.081	69.470	63.349	28.600	
num 4	7	88.008	71.470	58.017	36.927	
num 4	8	89.397	71.289	57.603	36.451	
num 4	9	86.866	71.533	57.283	39.322	
num 4	10	85.109	72.249	56.016	41.697	
num 4	11	83.990	72.413	54.066	44.662	
num 4	12	81.998	71.503	53.808	47.825	
num 5	0	108.960	63.598	69.032	10.954	
num 5	1	105.622	63.176	73.851	9.495	
num 5	2	95.618	68.459	78.018	9.889	
num 5	3	93.640	70.660	66.940	21.097	
num 5	4	95.317	69.538	69.833	17.455	
num 5	5	96.086	66.848	64.108	25.581	
num 5	6	94.480	70.089	60.706	29.386	
num 5	7	89.031	70.678	59.623	35.406	
num 5	8	94.874	67.686	57.701	34.650	
num 5	9	85.895	71.489	57.170	40.508	
num 5	10	84.418	72.119	55.265	43.314	
num 5	11	91.339	67.986	50.782	45.026	
num 6	0	107.206	64.315	70.177	12.565	
num 6	1	104.191	66.322	66.118	15.592	
num 6	2	96.960	67.644	71.249	16.450	
num 6	3	98.170	66.340	67.402	19.283	
num 6	4	94.946	70.536	67.739	21.546	
num 6	5	93.969	69.375	61.009	30.294	
num 6	6	90.404	70.884	62.881	30.688	
num 6	7	89.563	71.124	60.906	33.297	
num 6	8	90.299	69.672	58.664	36.424	
num 6	9	85.001	71.803	55.177	43.127	
num 6	10	82.453	71.282	54.043	47.351	
num 7	0	106.507	64.910	69.895	12.791	
num 7	1	102.506	67.074	69.838	14.368	
num 7	2	99.479	67.186	70.543	17.114	
num 7	3	101.736	65.101	63.834	23.586	
num 7	4	100.368	66.364	62.834	25.277	
num 7	5	93.091	70.209	63.107	28.565	
num 7	6	98.207	67.641	58.655	30.373	
num 7	7	87.559	71.646	61.493	34.230	
num 7	8	88.097	70.257	58.565	38.166	
num 7	9	91.758	68.087	50.626	44.657	
num 8	0	105.802	65.093	68.458	15.542	
num 8	1	99.455	68.339	68.725	17.187	
num 8	2	98.224	68.146	67.458	20.593	
num 8	3	94.173	69.784	64.221	26.622	
num 8	4	97.148	67.419	62.714	27.685	
num 8	5	96.618	68.574	60.029	29.687	
num 8	6	97.056	67.482	57.596	32.814	
num 8	7	85.907	71.736	60.505	36.918	
num 8	8	85.813	69.849	56.708	42.747	
num 9	0	105.089	65.541	69.042	15.134	
num 9	1	101.000	67.878	67.730	17.951	
num 9	2	98.848	68.040	68.796	19.153	
num 9	3	94.283	69.999	67.143	23.620	
num 9	4	92.428	70.635	64.785	27.165	
num 9	5	96.702	68.524	58.868	30.877	
num 9	6	94.488	68.215	57.047	35.249	
num 9	7	86.064	70.817	58.104	40.056	
num 10	0	103.341	66.257	68.712	16.661	
num 10	1	97.767	69.834	71.970	14.915	
num 10	2	105.836	65.176	63.655	20.156	
num 10	3	100.170	68.022	62.904	23.939	
num 10	4	97.212	67.338	60.265	30.138	
num 10	5	94.514	68.882	58.085	33.515	
num 10	6	90.812	68.834	55.522	39.893	
num 11	0	103.406	66.121	68.255	17.238	
num 11	1	96.747	70.940	70.721	16.612	
num 11	2	103.666	65.996	63.171	22.058	
num 11	3	92.164	70.569	65.814	26.443	
num 11	4	94.945	68.087	59.296	32.704	
num 11	5	93.613	68.186	56.754	36.495	
num 12	0	101.568	66.502	67.657	19.317	
num 12	1	95.203	70.526	70.316	18.595	
num 12	2	92.809	70.269	65.948	25.869	
num 12	3	95.691	68.861	60.821	29.598	
num 12	4	90.427	69.395	57.082	38.150	
num 13	0	100.789	66.684	66.922	20.641	
num 13	1	100.489	67.511	64.437	22.510	
num 13	2	90.776	70.023	64.147	30.065	
num 13	3	87.968	70.501	63.497	33.040	
num 14	0	98.255	67.270	65.362	24.221	
num 14	1	93.446	70.410	65.928	25.187	
num 14	2	92.781	68.738	57.598	35.903	
num 15	0	96.552	67.567	64.142	26.818	
num 15	1	90.782	70.636	64.563	28.996	
num 16	0	93.065	68.232	61.868	31.934	

gobmk          
num 0	0	160.630	25.288	33.458	2.394	
num 0	1	157.753	27.107	33.170	4.500	
num 0	2	154.919	27.021	32.207	6.427	
num 0	3	149.796	27.398	31.358	8.952	
num 0	4	149.216	29.051	30.759	11.209	
num 0	5	140.399	28.513	28.707	12.265	
num 0	6	125.169	38.573	36.470	16.599	
num 0	7	129.950	34.841	35.466	16.916	
num 0	8	118.628	41.925	39.740	20.805	
num 0	9	119.015	40.377	36.898	22.612	
num 0	10	108.445	40.604	37.078	23.453	
num 0	11	68.751	27.192	23.311	15.839	
num 0	12	31.156	20.235	20.235	10.599	
num 0	13	0.000	0.000	0.000	0.000	
num 0	14	52.484	20.310	26.566	17.579	
num 0	15	34.268	21.823	26.637	12.141	
num 0	16	160.096	25.618	33.388	3.428	
num 1	0	160.096	25.618	33.388	3.428	
num 1	1	157.603	26.666	33.070	5.191	
num 1	2	152.328	27.336	32.224	7.190	
num 1	3	150.794	28.217	31.298	9.871	
num 1	4	147.773	29.740	31.140	11.500	
num 1	5	138.780	32.344	30.736	14.692	
num 1	6	129.789	38.671	37.042	17.347	
num 1	7	127.486	39.549	37.098	19.447	
num 1	8	118.087	41.442	37.734	21.820	
num 1	9	117.862	40.404	36.524	23.209	
num 1	10	106.037	39.785	33.888	23.193	
num 1	11	102.403	9.404	14.629	7.314	
num 1	12	0.000	0.000	0.000	0.000	
num 1	13	43.702	26.882	28.801	17.531	
num 1	14	68.243	40.267	39.508	26.377	
num 1	15	75.914	49.713	46.377	33.541	
num 2	0	160.741	26.207	33.385	4.031	
num 2	1	158.549	27.014	32.936	5.866	
